authors,ratings,comments
Chloe,5.0,"I love friends soooooo much my favorite tv show by far! Summary of main characters:
Joey: Loves food, great at flirting is kinda dumb but we love him.
Ross: Loves Dinosaurs is a ""Doctor"" who talks bout boring stuff and gets lots of divorces and loves Rachel
Rachel: Loves Fashion, guys, and Ross
Monica: Loves to be clean
Phoebe: loves to sing. she also plays the guitar
Chandler: always tells dumb funny jokes"
Marlon Brando,5.0,"BEST SHOW EVER. I started watching this show because I thought ""what is in this show?, why is it so popular?"",  But after watching watching the pilot of the show it kinda starts growing on me and I finished all 10 seasons in a month. This is the best sitcom ever. You feel what's the characters feels. You are happy with the happy endings and sad with the sad endings. When I finished the show I got attached with the characters and I wanted to watch more and more. Best Show, waiting for the special reunion episode."
Jaaved zahid,4.0,HILARIOUS HILARIOUS ONE OF THE BEST SHOWS OUT THERE . SO AHEAD OF  TIME . ABSOLUTELY LOVE IT . ITS SIMPLICITY IS WHATS AMAZING YET THE SHOW CONNECTS SO MANY ELEMENTS TOGETHER MAKING IT VERY FUNNY BUT ALSO EXTREMELY INTERESTING WITH SO MANY PLOT TWIST ADDED TO THE PLOT OF THE SHOW . THIS SHOW JUST MAKES YOU FEEL GOOD AND NEVER FAILS TO PUT ME IN A GOOD MOOD
Arun Thirumalai Vasan,5.0,"I have watched rather I binge watched this and it has been beautiful journey. I truly miss friends and curse myself for not making many more. That's one of my regrets which I hope to correct in the days to come. Its a touching sitcom where the conversations are great , laughter is rich and just the right touch of raw emotions. A must watch..."
Ranjana,0.0,"My friends suggested me FRIENDS for the longest time. Since I never watched any sitcoms, I never really wanted to watch friends. But only last year I was pushed to watch this TV's shows, as I was stressed and mentally drained out. I binge watched and finished the entire series in 2 months. And till now, it is one of the best decisions I've ever taken in my entire life! I've no words to Describe this sitcom. If you have never watched FRIENDS, what even are you doing with your life?!! JUST WATCH
I would rate 💯🔥 for FRIENDS. #Stressbuster"
aiden cool,5.0,"One of the best shows i have ever watched. I own 4 seasons, so i havnt seen it all, but ever since i heard of it i have been in love with it. The people who rate it one star because its boring and unfunny are just people who think Super Why is intertaining. I love F·R·I·E·N·D·S and wish it was still on Netflix but sadly its on HBO max. In summary it is amazing from everything ive seen. So if you like funny situations, this is your show. Im not amazing at doing reviews but i know this is good."
Ayush Abhay,5.0,"It is mesmerizing. You start watching the season and then you fall in love with the story and cast. It is just beautiful and keeps you intrigued. All of them have acted as if they were themselves in real life. Kudos to the team to create such an emotional, funny, relaxing show. Even its 10 seasons seems less and the audience would prefer more of that."
Catherine Mathew,5.0,"All i have to say is that i am really unhappy that it ended. Many people hate friends cause it is overrated but it is worth all the fame it has got , it is definitely worth all the hype . I cant really say anything else other than I feel sad for the people who haven't watched it. I guess you could say the first season might feel a bit boring to some people but it is definitely worth the wait, it gets better and funnier. Overall a really cozy and funny sitcom which you can watch to sit back and relax."
Sophie Snyder,5.0,"This may be one of the best shows ever in my opinion. Friends is a funny, relatable, binge-worthy show. Throughout the 10 seasons you're able to see what they go through, experience it with them. Even in 2022, almost 20 years later it's still an amazing show. I highly recommend Friends."
#ANGRY LADY,5.0,"F.R.I.E.N.D.S is the best show ever and i don't think any other sitcom can be made as great,amazing,fantastic,funny,emotional as this.It really is a roller coaster with cliffhangers in the last episode of every season which you cannot resist.every character of it is unique in their own way.I love all of them. I'm not sure who's my favorite. They all are so perfect.❤💞"
Vijay Balaji S,0.0,"I used never watch sitcoms. But I started with Brooklyn nine nine and turns out sitcoms are fun. And all my friends were so into friends and I never understood why back then. But now that I've completed the entire show in just 5 days, I gotta say. ITS THE BEST!!!!!
The show is full of humor, love, friendship, kindness, craziness! and just so impact in my life. You can never get enough of the show. Its so heart warming and beautiful. Just give it a show, You'll love it."
Geeta Sneha,0.0,"I never thought I'd be watching it. But now that I'm watching, I thoroughly enjoy the enjoy more than any other sitcom. It's just such a cool show to chill around. Just love all the characters( Ross, Chandler, Joey, Monika,  Rachel, Phoebe). If you are searching for a show to take break from a really very hectic day, I'd suggest you to watch this."
Sunrise Enterprise,5.0,"This is the best series i have come across my life (although i am 17) i recommend each and every person out there to watch this series if you have your group which also consists of boys then you should watch it . i betcha whenever you feel sad just watch this ,this will definitely bring smile on your face currently watching season  6 so far the journey has been nice can't wait to see all the seasons"
Allie Fullerman,5.0,friends is one of the best sicoms ever! It is filled with laughter but also shows that life in new york can be really hard and it is always nice to have a friend by your side! If I was having a bad day i would turn on friends and know thst i would laugh until my sides ached! Friends is a 11- 10 reommend!!!!!
Tristan Sauceda,5.0,"I've seen shows like the office, modern family, parks and rec, the simpsons,  just a lot of comedies, but FRIENDS is by far my favorite.

If i describe each character in three words,
Ross- smart, quirky, dinasor lover.
Joey- Funny, messy, flirty
Chanler- jokester, sarcastic, wise
Rachel- Formally spoiled but then matured, drama queen, cries weird
Monica- chef, neat freak, also cries weird
Phoebe- very bright person despite a tough background, quirky, hippy

This is mostly a comedy, some romance."
Ritanko Chakraborty,5.0,"this is my most favorite show ,  watched it a million times all the episodes.  it helped me to stay strong in my hard times and also w can learn a lot from the show.
 it is a master piece it teaches us the value of life and the people we are around. 
 I will recommend every person in this planet to watch the show at least  one time in their life."
caylee ??,5.0,"i’m not gonna write long essays of reviews like other people do… 

but i just wanted to say that i love friends with all my heart. my comfort show. when i feel down, i watch a few of their episodes and immediately become happy. they make me laugh harder than any show can. that’s all i need to say and i hope people who never watched friends, watch it.

thank you, that’s all from caylee.
peace out !!!"
Aav The lost soul,5.0,"This show was not just a show, it was the best show i ever watched in my whole life. The last episode was exactly means to the same as to the actors, hard to move on. Incredible! Mind-blowing and a beautiful part of our life which is harder to forget and will hard to pass it through. 
Last, i would say "" why god, why?? we had a deal!
I'll miss you guys.. 
If this could be possible then make a reunion episode with all the actors which were the part of this."
Lakshita Gandhi,5.0,"I know this show is more about friendship but apart from that you're gonna witness romance , laughter and more importantly many life lessons.
These friends had many problems in their friendship and other areas but how they handled those with communicating effectively is the major takeaway.
If you watch this you'll know it's okay to normalise things like being single mother, surrogacy , adoption , your friend seeing your sister, your best friend dating your ex and yes your wife being lesbian (😂). 
Lastly you'll learn acceptance for everything from this show 
Definitely watch it .
It's more than a sitcom."
Lucas Milich,5.0,"If you think himym is better then friends pls read as I truly decided which is better: HOW I MET YOUR MOTHER OR FRIENDS

How I met your mother:
Character development- Barney’s was squandered, lily was the same person, Ted got way worst, marshal got boring and robin was fine.

Friends:
Character development- Chandler grew so much, Rachel is unrecognisable in the last season (in a good way), Phoebe finally finds what she wants, Joey matures, Monica becomes a mother and Ross finally finds the life he’s always wanted.

How I met your mother:
How it’s aged- Every joke is about sluts, girls, sex, porn and homophobia. It’s also racist. Look at this quote “there’s only one reason to wait for sex and that’s if the girl is 17”. Like are you kidding me.

Friends:
How it’s aged- While it was a white cast and there are some toxic masculinity and fat shaming jokes it’s aged better then himym by a long shot and they didn’t know the stuff at the time. Himym was made less then ten years ago.

How i met your mother:
Did it overstay the 9 seasons- season 6,7, 8 and maybe 9 could’ve been cut down to 2 or 3 seasons.

Friends:
Did it overstay the 10 seasons- While Season 9 should’ve been the last one every season still has a natural ark and is solid.

How I met your mother:
Romance and comedy- As I said before, it’s the worst type of comedy. While marshal and lily are cute they are sometimes very problematic. Robin and Barney should’ve been endgame and don’t get me started on Ted and robin 🤮.

Friends: 
Romance and comedy- Not one episode doesn’t have a witty joke or hilarious one (the comedy has aged surprisingly well) and Monica and Chandler are just hands down the best tv couple. Phoebe and mike are great and Ross and Rachel (while sometimes off) are each other’s lobsters.

How I met your mother:
Ending- Just nope, no.

Friends:
Ending- 2 syllables: PER-FECT

Friends is way better, you can’t say anything else."
Sunaina Rani,5.0,"This show has everything an audience demands. It's pure form of friendship let the audience stick to the show. The characters are in the sense are great. No one specifically not good. 
Everyone did a great job. Thr funny scenes are the best and that lame jokes by Chandler, Monica's cleanliness, Phoebe's Smelly Cat 😂, Rachel's wedding, Joey's girlfriends and Ross's love the Dinosaurs were terrifically great to watch on the show. Best show ever. Will watch it again and again 🤣"
Elena Demetriou Year 13,5.0,"This is the best show I have ever watched. I have watched every episode and I watch it over and over again everyday. I’m literally obsessed. I’ve got some friends stuff in my bedroom and a friends phone case. I have a friends board game where you answer questions about friends and I win very time because I literally know everything about it. The show is very very funny and entertaining. If your feeling down, just watch friends, it will brighten your mood in a second. If you want a laugh just watch friends I really recommend it."
M S,5.0,"If I could give this an 11/12 out of 10, I would. Just love these guys, esp Joey and Chandler. The best comedic physical acting ever. They are the best- these 2. Phoebe, Monica and Ross are lovely too. Don’t really like the Rachel character though but tough as that’s how the writers wrote her."
Anirudh Roy,5.0,"This show is a sitcom but throughout the ride u will feel every emotion in you.....but laughter tops them all.....cannot compare Matthew Perry to anyone....the best comedian in my opinion to ever live....the plus point of the show is no character is even a slight depiction of the other (apart from loving,caring and supporting)....everyone has a different style of comedy which it makes even more funnier....If I had to compare any of them(with a heavy heart) then Chandler Bing (Matthew Perry) would be my favourite friend....God!!!!Can he be more hilarious?.....Seriously,comparing anyone for me is a kind of a sin....overall its one of the top tv shows and sitcoms and definitely recommended to watch...certainly a multiple time watch."
Jelina Urgel,5.0,Best sitcom ever!! I could never love a show more than F.R.I.E.N.D.S. I have watched the whole series about 10x no joke !! I was obsessed. One of my best friends loves this show as much as I do and we can pretty much quote the whole show. I have memorized the scenes and I always laugh as hard as I did the first time I watched it. The characters are so lovable and funny. I cried when they took it off Netflix. I just love this show so much.
akanksha kumari,5.0,"Great TV series I had ever seen.... everything is there in this show was great ..value of friendship....how to care feelings  about the people around you ....fun....got little flirting skills...nd I love Phoebe she is so funny , innocent,naughty as well as most emotional...nd I like Rachel she so stylish... Ross's character was good as a friend as a brother but not as a lover..like he was so confused about Rachel after 1 break up.nd keep going out with different girls but poor Rachel keep waiting for him.. ..but I must say Joey also deserves a good happy ending ....it was not happy ending for him...his agent died nd his all friends left him all alone....I wish u guys can release one more season and give him a happy ending"
its Kyras06xo,5.0,"I absolutely love this show, it is definitely one of the most enjoyable shows I have ever watched. I've never got bored watching an episode, each one is so funny, even in the most serious of situations. The characters are all equally as entertaining and it is impossible to choose a favourite. If you like to laugh, I really recommend this show."
Mabell Mercure,5.0,"Amazing! This show truly brought a change in sitcoms as a type of media. The humor, the actors/actresses, the vibe, and much more make Friends a one of a kind sitcom and TV show. There will never be a show like Friends. In my eyes, it's the best sitcom to ever hit the air. I still frequently watch it on HBO Max and some reruns on Nick at nite. I recommend giving this a watch."
Tarun Lochib,0.0,"THIS IS THE BEST SITCOM EVER!!
No matter what type of mood are you in it will always make you feel better, i love all the characters from this series.they all are so funny and lovable.
and as they their theme song says "" I'll be there for you "" it's so true they always be with you and make you laugh. 
Thanks to all the cast and crew members for making us laugh for Years and years to come.
:-)"
Ava Samimi,1.0,"First of all i have nothing against sit-coms in general, I like some of they actually, but ""Friends"" isn't even that good, I wanted to give less than 1 star for this ridiculous show!! This is seriously the most overrated TV show I have ever. seen and It's really not funny at all, believe me:
I mean it had nothing from itself, the reason everyone loves it and say WOW FRIENDS! THE SHOW MASTERPIECE, LOVE THAT SHOWWW is probably because they have a crush on the actors or actresses in that show.
It had no purpose, the director and actors didn't know what they were doing man! I loved Chandler, Rachel wasn't bad she was the most beautiful girls compared to Monika and phoebe. 
AND:
I hated Monika, Phoebe & Ross! I CANT STAND THEM! I truly mean it when i say, the characters ARE NOT realistic."
Kristine Lee Lumanog,5.0,"its a great series, it teaches many  lessons in life. About family, goals in life, marriage, ups and downs, regrets, opportunities, love, understanding, support, sense of humor, decisions, and specially FRIENDSHIP....THIS IS ONE OF THE BEST SERIES ID EVER WATCH . SINCE I WAS IN ELEMENTARY TILL NOW... i will never ever be tired of watching this over and over again... KUDOS TO ALL...."
Kokila Singh,5.0,"I can't even begin to say how great,wonderful, amazing, Fun Show this is.
I have literally started friends 8 months ago for the very first time and believe me in these 8 months I have watched Friends twice and I'm not even over it.
One of the BEST SHOW I've seen.
Even 10 seasons seems short.
It's the most amazing show. ❤"
Jason Casell,5.0,This show made me laugh and cry. I’m so sad that it’s leaving Netflix. This isn’t just like any other show it’s an amazing sitcom about a group of friends who live in New York. It teaches life long lessons while making you laugh. I couldn’t think of any better show to watch. 😊👍✌️
Erin,0.0,BEEEEEESSSSSSTTTTT SHOW  EVVVVVVVVER!!!!!!!!!!!!!!!!!!!!! this is truly the BEST timeless sitcom i think ever made! this show has caused me to laugh to cry and it has totally turned my days around!! all i have to do is sit down and watch one and i just get this over whelming sense of love for this show and these characters and their larger than life adventures. it makes me long to have a life like them. if life could only be that way lol. i would truly recommend this show for every and any body and i will definitely watch this show for decades to come!!!!
pn menon,5.0,"All my friends used to tell me friends is a great tv show, all their discussions somehow had reference to events or characters in the show, so completely annoyed and fed up I decided to watch the show, It was mind-blowing and I have never laughed like this in my life watching any kind of movie/tv series, it is so beautiful, not all politically correct and with the greatest casting and writing for a sitcom in our and our parent's generation and most probably for another 2 generations.  If u haven't watched , don't worry you will eventually watch this masterpiece , u cant escape that fact"
Sravan kumar ch,0.0,"The more times I see friends the more I am falling in love with it. It hasn't been an year since I started watching friends and I had already watched it 2.5 times. It's amazing. Whenever I feel low which is pretty much very often the answer is friends. Awesome series I will love it for life and no other series can beat friends.
Best sitcom ever. Monica's my favourite character with joey at the next favourite."
Aditi Suvarna,5.0,THIS IS SOOO AMAZING I CAN TOTALLY RELATE MYSELF TO THIS SHOW!!!! Phoebe Buffay is the best!!!! and i LOVE CHANDLERS LINES the ending of the show made me cry a lotttt but i loved it and i didn't want it to end at all...... it was like i was among them making jokes and enjoying it felt like i grew up with them!! the experience was amazing!! Thank you Reallyy
Tulsi Shetty,5.0,"friends. well well, who hasn't heard about this sitcom!  I hadn't watched this sitcom until May of 2021 (until the reunion) in may I thought let's give this a shot just wanted to know what the hype was all about! I fell in love with this instantly this show has changed my life I would say it made me laugh and cry so hard it taught me several life lessons ! deciding to watch friends was the best decision I ever made. PERIOD"
Honey Maheshwari,5.0,"hands down for this amazing sitcom.
amazing cast and crew, amazing and beautiful locations, amazing sense of humour of course.
just loved loved it.
joeyy is so loving and caring,
monica is kind and fabulous [she got OCD just like ME]
chandler is so sweet and extravagant,
pheebs is outstanding,
ross is so funny and cute,
rachel i love watching her and as well her dressing sense.

just love the characters and the storyline,hatts off.
eventually you will cry and laugh."
Jade Chamberlain,5.0,"I am open to any type of category of film and series. I keep myself to myself so I have watched so many different things. Gavin and Stacey was my favourite before watching friends as soon as I did I was hooked. When I finish the last episode I go straight back to series one. I started collecting lots of memorabilia like hugsy, body spray, games, calendars, cards and even wrapping paper. I would buy two versions of things like slippers and clothes, so I could use one and keep the other. Unfortunately some things got broken when I moved house. I didnt have much space either so I ended up having to use most of it. Now I can can replace them. Friends is the best thing ever. I love it!!! I've never really left a review especially this detailed 😂. It just shows how amazing Friends is."
Anuja Chatterjee,0.0,"FRIENDS is an epic saga. The script is beautifully funny throughout its ten seasons. It let us feel like one of them . It made us feel like 'hey that's me' . Rachel, Ross, Monica , Phoebe , Chandler and Joey are most amazing tv( or movie) characters of all time. I can watch an episode for the 6th time and laugh just as hard as I laughed for the first. Thank you for creating this masterpiece!"
Devaprabha Rajesh,0.0,"its smthng dat happens in real lyf.........a true self of friendship, wid lots of love, laughter, sadness, nd idioticness too (main point to mention!!!!!) I've loved this from d start......nd I'll continue it till d end of d world! I don't want this show to be stopped, at any circumstances!!!! even at ma hardest tyms of lyf I watch tv, nd obviously I will watch smthng dat can get ma mood back on nd if friends is goin' on, *goodbye sadness*. I wish I cud be d one giving Oscar fr d directors nd actors (most importantly )!!"
Bhavika Rochlani,0.0,"Ahhhh......'FRIENDS' I love the series and you know what the best part about it is that you never get bored watching it infact you love it even more every single time you watch the repeat show, don't you ?  Okay, Okay, I get it. Enough of talking about stuff everyone who watches and loves 'FRIENDS' knows!!! I just don't have words to tell these people who are reading REVIEWS about 'FRIENDS' how much I or shoud I say we all love 'FRIENDS' and I swear that the moment I'm writing this I am watching 'FRIENDS'.......

P.S ~ I am not here to read reviews I'm just here to tell these people something they should know, shouldn't they ?"
Purbita Goswami,5.0,"This series !!! Man oh man. I can never ever replace this with anything else in this entire universe. I would choose watching Friends and only friends for the rest of my life if given an option. The characters feel like your real life friends, they become a part of you. Matthew's passing has been really tough on all of us. What a legendary series this has been. I think this will stay relevant forever, for all generations to come. Thanks to all six of you for giving us a masterpiece. This series can never be replaced. Never.

Forever,
Your fan ❤️"
Sonic fps,5.0,"this is the best tv show. i was born in 26 December 1998 and i started this tv show at 2021 as it is kind of old tv series for me but still its a real fun, romantic for me. i used to watch it again and again but still it gives me the new vibes also the i like all the cast specially chandler's joke and joy's madness i love monica's madness too.
overall i love the show."
Arka Prabha Saha,0.0,"This shows is the greatest show ever. ""Every"" single person who watched Friends and love it and i feel even if i use every word in English language there is no word good enough to describe how funny how happy and how, like your friend tony the bird here would say 'Great!' 
mark my words
'there is not a single show now or will be that is as funny and as re watchable as friends'
we just love the characters, Ross, Rachel, Chandler (King of sarcasm, my favorite), joey, phoebe so much."
Robert Borkar,5.0,"THE BEST SHOW EVER !!!

I'll never stop loving this show.
It literally changed me and so my life when it comes to mood boosting. It can't be described by words how much I love the show and everything about it cz it'll always fall less to... I still watch it multiple times... Just love the characters and the story and ofcourse the ones who discovered it."
Yusra Yasin,0.0,"FRIENDS is the best TV Series ever. Its amazing how just a serial can give u so much of happiness and make u believe that surely your life is miserable right now but soon there'll be a time when u'll look back, smile and say ""God! That was just a small period of time and it has passed.""
If u haven't watched it yet, then do yourself a favour and watch it. 
Have a great day ahead!"
LK,5.0,"This is the most amazing Sitcom in the history of Legendary Sitcoms. Rachel Karen Greene, Monica E. Geller- Bing, Chandler Muriel Bing, Joseph Francis Tribbiani Jr. , Phoebe Buffay and Ross Eustace Geller. All amazing characters. The fact that this show lasted for 10 years is astronomical. This show is literally my favorite show that i watched it a million times and couldnt stop. This Show is the best! COME BACK FRIENDS!"
Gautam Sharma,5.0,"Friends is the most awesome series I have ever seen . It's the most beautiful story every potrayed in the most beautiful way possible . The ending was painful to handle, it was like letting my own family leave me. It's the only thing I have watched multiple times . I'm personally a very stone hearted person but this series manages to bring out multiple tears in my eyes every time ."
Isha Pandey,5.0,"My all time favourite series! I don't think so any series could make a match to this series! I have watched this series almost nine to ten times now but still I still laugh to the jokes I still cry on ""we were on a break"" Thing. All those judgy people out there who thinks friends is cliche then you are missing your great part of life!"
Priyanka S,5.0,F.R.I.E.N.D.S This Show always have a special place in my heart I would enjoy every bit of it no matter how many times I had watched it and still watching it..I like Everyone  on the show each character has it's own charm when it comes to relationship Chandler and Monica two opposites are so perfect for eachother..Ross & Rachel's love story with all ups and downs finally wins..phoebe is a free spirit endup happily with Michael however my favorite Joey is just amazing!..Best Sitcom forever!!!!
Mayank Ray,5.0,You know what if you had Very strong heart then only you should watch this show other wise i seriously advice you not to watch this show you literally can't sleep for days thinking about this show and all day crying. When shows start you will have fun as  it is an comedian show but more and more each season ending its get emotional literally you will cry in season 10 last episode its very tough to watch well i advice you than please watch this show one of the best comedy and emotional show i have ever seen. Love this show and Rachel green(Jennifer Aniston)❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️i did not give any of spoilers so don't worry you will love this show
Pradeep Na,5.0,"The best sitcom show I’ve ever watched. Missed to watch it so many years even after my friends told me to watch. This lockdown made me to watch it. Whatta show. I wish i had a friends gang like this. When you feel down, just watch some random episode you will end up watching the whole season and you will be laughing out load. 

Dont miss to watch “FRIENDS” in this life. 🥺"
Rupali Kapure,0.0,"The F.R.I.E.N.D.S TV show is the best show ever and will continue to be one! Words are less to describe it and to praise it! Each character of this show has acted very deeply and tastefully! The script is written wonderfully and thoughtfully. The dialogues specially are very well done. One can't stop just by seeing one episode, believe me! And I feel very proud and happy to say that, ""I am the biggest fan of friends TV show!""."
Millie Eltringham,5.0,"This show is the 1 thing that was missing out with of my life. It is AMAZING!!! I can’t even start to describe how good it is. It is so hilarious and I nearly pee my pants when Chandler makes a joke. I really recommend it. Best thing ever. Once u have watched all 10 seasons, u can’t stop."
Kimberly Reid,0.0,"I love this show so much!!! It is my favorite show!!! I want them to make more seasons!!!😘😍😁😘😍😁😘😍😁 I am only a teen but this show has gotten me through some tough times!! And this show shows me how much my bsf mean to me!! I love this show so much I can't even explain 😋😜😝😛😘😍😘😍😘😍

This show is so amazing it can get you though so many hard times. And it never gets old. This show will show you that friends are not just people that you care about , friends are people that have found a place in ur heart. This show teaches you so many different things and that is why I love this show so much!😘😍🤓"
Polina Ahonen,5.0,"This is best sitcom I have ever watched! By watching the show, you start to love all the characters. You feel happy for them, and also empathize, which gives you a lot of emotions, it is like becoming their friend, and most importantly, you laugh a lot!  I'm so glad I watched this show, but if you haven't, RUN TO WATCH!"
Rajul S,0.0,"I have no words for this show cause its one of the most amazing shows in the world and i am clearly addicted to it .
It made me laugh through the worst days of my life and even made me emotional and thanks to the actors who are extremely gorgeous in looks and have done fabulous acting....
ANYWAYS...Could i like this show more👩‍🍳👨‍🏫👰👨‍💼👨‍⚕️👱‍♀️monica.ross.rachel.chandler.joey.phoebhe"
Alan Austin,5.0,"This fabulous sitcom follows the lives of six reckless young, naive adults living in Manhattan, as they indulge in hilarious adventures which make their lives both troublesome and happening.

It's so illustrious that I am absolutely certain that in 400 years into the Future, that this show will continue to play for millions of happy viewers to come. I would recommend this show to anyone."
Ami Chung,0.0,The BEST thing I have seen. This show made me laugh even when I was going through lots in my life. All of the characters are so hilarious and the last episode had me thinking what I should do with my life now I finished the whole 10 seasons. Hurry and watch it while it is on Netflix. No regrets.
Bhavya v sridhar,3.0,"A lot of us in India were introduced to sitcom culture because of FRIENDS and I am one of those:) and like most of them, I too ended up watching this several times. And over the years, after watching many more sitcoms that came before this one aired, I realized why this isn't ""comedy gold"", overrated and how much it has stolen from other sitcoms, how inappropriate and ridiculous certain jokes are. Apart from all this, it is a decent watch with one of the best endings but certainly not the best sitcom ever made."
Leah Tom,2.0,"at first, I saw lots of t-shirts about friend and I thought they got popular because of the song. but when I realised it was shown. I fell in love with it.
when I got my new house, we watched a random channel and there came the popular show.....FRIENDS!!!! I was like OMG this can't be happening. i was in shock. when my sister started watching it, I fell in love automatically. i love that show.
although there is lots of ina appropriate words, its still very fun to see it. every single one of the actors are super amazing and very talented. i don't know which character is the best. but let me tell u one thing, I love u friends. and sadly, they are don't have any more acting going on. but luckily, its still on tv.
thankyou so much for brinign that show up, otherwise, we would be bored with nothing else to watch. i love friends. And I even have lots of stuff like calenders and bottles of it."
Ma. Nikki Mae Canedo,0.0,THE BEST! This show will make you feel like they're your friends too! I always watch this whenever I'm down. This show became a part of my life. I never cried when there's some proposal on tv or a series about to end but with this? It literally broke my heart into pieces. I literally didn't quite function for the last 3 days after I finished watching the last episode. BEST SITCOM EVER!!!
Cheri Strydom,5.0,"The best show that has ever exist👏🏻
I would always say no thats an old show and i wouldn’t get the jokes! 
But that show felt like home and I just want to rewatch it al over again. 
It brings so much comfort and I would recommend it to anyone!

I don’t think I’ve ever cried that much with the last 3 episodes😊

This show is just heart-warming!!!"
Yogesh Patel,5.0,"The most amazing series i ever seen in my life. in beginning or in 1st episode i don't took any interest . but after some time i take interest and the show was very funny and heart touching for me the bounding of all the friends are very good i didn't understand sometimes jokes but it give me very good vibes to learn and for understanding  english  

neither any show beet this show in future in comedy"
madhuka laksara,5.0,"Best Sitcom ever 
I learnt very much from this series about New York and how life goes on generally in the USA. I'm a foreigner who learns English as a second language this is very helpful to understand English and idioms and more vocabulary easy to follow and pretty catchy from the beginning.

I would recommend this to any English learner fun way to learn English and improve your listening skill"
LORNA DOONE,5.0,"Will always be a FRIENDS addict!  If anyone know what episode (and where I can watch it) it was when Joey and phoebe make believe there is a gas leak in Monica’s place…..she’s in Vegas on her honeymoon…I think Phoebe cursed in that episode when she realizes she no longer has Monica’s keys and says to Joey, ‘OH $HIT I don’t have the keys’……just wanna rewatch it to see if I remembered it correctly!  Thanks"
Danielle Gallardo,5.0,"They just don’t make ‘em like they used to. Such an awesome show. The first season is definitely my favorite and I found myself cracking up even though I’ve already seen it. I love that the episodes are short too. Great show to watch if you’ve never seen it.

Spoiler alert: I will say, I remember really disliking when Rachael and Ross were on and off, the “we were on a break” got really annoying. Can’t remember what season I started to get annoyed with it."
Lauren Stanger,5.0,"Yay.
I said yay can you hear me?
Sorry I just have to make this review 30 characters long in order to submit it
You should also try watching Gilmore Girls
Don't get me wrong, you shouldn't talk about another show in a review about another show, but Gilmore Girls is also a very good show.
If you are reading this, thank you for your time.

And no, you will never get back those 53 seconds of your life you spent reading this...unless you took longer."
Vini Kaushal,5.0,A must watch show. It is a perfect sitcom beautifully scripted. It has made us laugh alot. It has made my tough time in this pandemic a lot entertaining and enjoyable. I want to keep watching it again and again. It is my favourite show. I totally love it. I recommend everyone who has still not watched it to please go watch it if you don't want to regret. You are definitely gonna love it.
Rakesh Das,5.0,"One of my friends suggested me this sitcom to watch. I watched each and every episode of all 10 season.I could not explain the impact of this show I mean this is the sitcom will never be gonna old.Chandler is one of the characters protrayed by mathew perry is my favourite.Ross,Rachel,Monica,phoebe,Joye..love you gyes.You gyes will remain in a special position in my heart.Tear is not enough to watch the last moment..LOVE FROM WEST BENGAL,INDIA.i could vividly remeber that imaginary guy whom phoebe was in love vikram bannerjee..haha.."
Lana Lorenzen,4.0,"This was a good show. The ensemble was bright, witty, and intelligent. But I wouldn't rank it with Fraser, Will & Grace, and to some degree, Mad About You. Friends didn't have the caliber of comedic actors as the above. The most talented actors include Jim Parsons, David Pierce, and Sean Hayes. These actors were spectacular in their roles."
EzBeats,5.0,"I really enjoyed this series, and it was the best series I've ever seen in my life. 

You will really miss friends after you watched the whole series.
Whenever I'm angry or sad, I watch this and the magic works, and I get so much better!

It is very, very funny. Everybody has to watch this.
You might also learn a lot from this beautiful series!

Don't miss it!"
Mihir Manyam,0.0,The show as it moves forward gives you some deep feelings about life. I Loved Ross & Rachel and others getting no less credit. Damn I binge watched. It would have be more exciting if I were born and be able to watch when it started. Monica's flat and Central Perk are the places which can otherwise be called Paradise. Each one is true to their self and work on their passions. That's how it should be.
Shremoyee Mandal,5.0,"Omg, this show ❤️❤️❤️❤️❤️❤️
Trust me, the characters will make you fall in love with them. And just as the name of the series suggests, their bond is so so special. Moreover, kudos to the scriptwriter/s, the punch lines are mind-blowing. The show is hilarious, and at the same time, beautifully depicts the journeys of a group of 6 people. A must watch series. 😍"
ツTiffany,5.0,"FRIENDS is an iconic show from the 90s and it's popularity is rising in third world countries like India. I used to watch the show 4 years ago I was hooked on it but naturally I grew tired of it. 


For a show this old, it's really good. But seeing the show now the laugh tracks are uhmm a no from me. 


In reality, if the characters of friends were realistic, they'd make really bad friends and bad personalities. You know what I mean. 

Either way I love friends but it's outdated now. This is not really related to the topic but comparing Friends to sitcoms of today like Brooklyn Nine Nine, I'd pick B99."
Ladi Agbatar,5.0,"Omg!!! Best show ever! I don't know why it took me so long to watch it but I'm glad I finally did. Although I'm just on my third season(which I watched in two days!), I'm obsessed with it! I'm glad I don't have to wait for episodes weekly, I can just watch them all at ones. I highly RECOMMEND this show to anyone who loves good TV!!

Also, did I mention? It's the best show ever!!"
Imani Chapman,5.0,"Im 10 years old but this is the best show ever i love the one episode where ross & rachel sing baby got back to emma and it goes like "" I Like Big Butts And I Can Not Lie You Other Brother Cant Deny When A Girl Comes In The With A Itty Bitty Waist And A Bit Ole Round Thing In Yo Face You Get STRUCK"" and monica , pheobe , joey , and chandler walks in on them Its Just Great and you would love it"
